team	year	number	name	position	games_played	points	minutes	goals	assists	shots	fouls
Kalamazoo Outrage	2008	12	Stencel, Marco	M/F	10	2	540	1		8	7
Kalamazoo Outrage	2008	13	Reed, David	D	15		1229			1	14
Kalamazoo Outrage	2008	14	Oatley, Tom	F	13	4	727	2		16	15
Kalamazoo Outrage	2008	15	Musa, Yahaya	D/D	12	1	931		1	5	21
Kalamazoo Outrage	2008	16	Corricelli, Chase	F	10		122			2	1
Kalamazoo Outrage	2008	17	Rosenhagen, Tyler	M/F	11	3	404	1	1	5	8
Kalamazoo Outrage	2008	18	Raak, Doug	D	1		6				
Kalamazoo Outrage	2008	19	Loyd, Eric	D/M	2		180				6
Kalamazoo Outrage	2008	20	Fylonenko, Jordan	F	4		34				2
Kalamazoo Outrage	2008	21	Veldhuis, Blaine	D/M	6		98			1	
Kalamazoo Outrage	2008	22	Howard, TJ	M	15	1	913		1	3	15
Kalamazoo Outrage	2008	23	Mellanson, Troy	F/M	2		33			1	1
Kalamazoo Outrage	2008	24	Lyons, Shane E	F	2		12				1
Indiana Invaders	2008	5	Ashman, Duswane	D/M	2		151			1	3
Indiana Invaders	2008	6	Burt, Connor S		12		966			1	10
Indiana Invaders	2008	4	Chisoni, Mubarike (Mamba)		14	8	735	3	2	26	8
Indiana Invaders	2008	3	Downing, Nathaniel J	M	12		1113			1	8
Indiana Invaders	2008	21	Francis, Shaun C.		2		180			5	3
Indiana Invaders	2008		Gaden, Jeremy								
Indiana Invaders	2008	20	Gartner, Adam		11		1159	1		5	19
Indiana Invaders	2008	9	Gombami, Owen	F/M	7	4	564	2	2	10	13
Indiana Invaders	2008	22	Gonzalez, Hugo E		6		488			7	5
Indiana Invaders	2008	8	Guerra Herrera, Sergio	M/F	7		296				5
Indiana Invaders	2008	11	Henn, Christian		6	6	438	2	2	11	13
Indiana Invaders	2008	1	Holmes, Justin R	GK	4		315				
Indiana Invaders	2008	5	Horton, Arran J		10	4	823	2		16	11
Indiana Invaders	2008	13	Isaac, Saidi		11	10	878	4	2	20	10
Indiana Invaders	2008	7	Juarez, Jose	M/F	12		498			2	4
Indiana Invaders	2008	18	Kamara, Alhaji Musa		9	11	456	4	3	18	13
Indiana Invaders	2008	24	Kupiec, Jeffrey D.								
Indiana Invaders	2008	15	LEWIS, Michael A	M/F	9	2	704	1		2	9
Indiana Invaders	2008	10	Learmond, Carnell	M/D	3		250			8	4
Indiana Invaders	2008	25	Lopez Gomez, Oscar		10		810				11
Indiana Invaders	2008	19	Luttrell, Andrew J		5		250			6	1
Indiana Invaders	2008	14	Magwano, Stanley	M/F	4		230			2	3
Indiana Invaders	2008	0	Mitchell, Michael		2		135				
Indiana Invaders	2008		Peacock, Michael								
Indiana Invaders	2008	23	Pearson, Christopher	D	8		636			3	1
Indiana Invaders	2008	12	Purdie, Alec G		7	1	308		1	6	1
Indiana Invaders	2008	8	Schield, Jeff		9		984			3	11
Indiana Invaders	2008	0	Tuttle, Phillip G	GK	5		720				
Indiana Invaders	2008	17	Urbany, James K	M/D	15	2	1044		2	15	15
Indiana Invaders	2008	12	Valentino, Joseph		1		14				
Indiana Invaders	2008	0	Woszczynski, Carl M		3		270				
Indiana Invaders	2008	10	Yoshinaga, Alex		2		127			3	1
Fort Wayne Fever	2008	17	Balchan, Richard		5	4	450	2		10	5
Fort Wayne Fever	2008	0	Bilinski, Jonathan		12		1080				
Fort Wayne Fever	2008	10	Boughton, Gary D		14	13	1143	6	1	31	11
Fort Wayne Fever	2008	8	Capito, Jacob M		12	4	670	1	2	8	4
Fort Wayne Fever	2008	21	Falkenstern, Mitch		6		342			1	5
Fort Wayne Fever	2008	4	Harkenrider, Kegan		8		313			3	11
Fort Wayne Fever	2008	22	Heller, Harrison		9	1	713		1	4	10
Fort Wayne Fever	2008	21	Helton, Brent		4	1	131		1	2	
Fort Wayne Fever	2008	6	Jones, Chase		12	1	780		1	11	8
Fort Wayne Fever	2008	7	Jordan, Cameron		11	2	849	1		9	12
Fort Wayne Fever	2008	9	L'esperance, Adrian		5		253			2	1
Fort Wayne Fever	2008	11	Lynch, Robert		4	2	351	1		5	5
Fort Wayne Fever	2008	12	Mangotic, Thomas		11	2	826		2	4	8
Fort Wayne Fever	2008	16	McCarroll, Tyler		6	1	495		1	6	3
Fort Wayne Fever	2008	13	Meier, Joshua		9		177			1	2
Fort Wayne Fever	2008	2	Misiko, Bonivenger		15	2	1350	1		1	10
Fort Wayne Fever	2008	0	Munroe, Michael		1		90				
Fort Wayne Fever	2008	19	Muteshi, Byram		15		1035			3	18
Fort Wayne Fever	2008	21	Odour, Erick		2		83			1	1
Fort Wayne Fever	2008	20	Peaslee, Trevor		14	2	1216	1		4	14
Fort Wayne Fever	2008	0	Ramirez, Rudy		3		270				
Fort Wayne Fever	2008	12	Robinson, Jamal		4		306			2	1
Fort Wayne Fever	2008	18	Scott, Josh		6		138			1	5
Fort Wayne Fever	2008	14	Sharp, Jesse		11	2	733	1		15	13
Fort Wayne Fever	2008	8	Sommers, Josh		9		688			4	9
Fort Wayne Fever	2008	3	Tulloch, Aaron		5		112				
Fort Wayne Fever	2008	15	Walbridge, Michael		4		122			1	1
Fort Wayne Fever	2008	18	Weigand, Mark		6	1	525		1	3	6
Fort Wayne Fever	2008	14	Were, Frederick		2		52			2	2
Fort Wayne Fever	2008	5	Wilson, Nick		9	2	371	1		2	6
West Michigan Edge	2008	22	BARONE, MARK		11	2	812	1		6	9
West Michigan Edge	2008	10	Barone, Domenico (Domenic)		8	4	605	1	2	5	8
West Michigan Edge	2008	27	Berkia, Abderrazak (Abdul)	M/F	3		270			8	6
West Michigan Edge	2008	0	CLARK, JEREMY	GK	15		1350				1
West Michigan Edge	2008	24	Deakin, Tony	M/D	15		1350			9	16
West Michigan Edge	2008	3	EMERSON, RYAN	D	15	5	1305	2	1	3	4
West Michigan Edge	2008	33	Hill, Peter	D	15		1350			2	9
West Michigan Edge	2008	28	Kovacevic, Elfid		5		450			8	2
West Michigan Edge	2008	8	Mena, Adam		12	3	997	1	1	14	2
West Michigan Edge	2008	37	Pirmann, Benjamin	M	11	4	990	1	2	16	6
West Michigan Edge	2008	28	ROBLESKE, RYAN	D	11		990			3	3
West Michigan Edge	2008	35	ROGERS, JOSHUA	M	12	2	1080	1		2	3
West Michigan Edge	2008	29	Suhonjic, Anes	M	11		766			1	4
Reading United AC	2008	4	Benson, Marc A.	D	13		1082			2	6
Reading United AC	2008	14	Burgess, Tyrell A	F	13	8	1019	3	2	26	18
Reading United AC	2008	12	Cabralis, Marcus	D	9		509			1	7
Reading United AC	2008		Cooke, Omar	F							
Reading United AC	2008	12	Davis, Kapil	M	6		133				
Reading United AC	2008	0	Fitzwater, Liam P.	GK	2		108				
Reading United AC	2008	6	GAZDA, ADAM		15	18	1205	6	6	41	10
Reading United AC	2008		Hertzog, Corey J	F/M							
Reading United AC	2008	17	Higgins, Gary		13		1060			12	11
Reading United AC	2008	13	Hodge, Dane J	D	8	1	568		1	5	6
Reading United AC	2008	5	Hogan, Stephen		15	6	1212	2	2	12	20
Reading United AC	2008	16	Marquetty, Richard	M	8		158			3	2
Reading United AC	2008	9	Miller, Jonathan		2		36				
Reading United AC	2008	1	Muntz, Devin S.		5		184			2	3
Reading United AC	2008	0	Nydell, Jonathan	GK	1		86				
Reading United AC	2008	7	O'Connor, Alan	F	13	7	746	2	3	17	15
Reading United AC	2008	2	Ports, Jon	D	14	11	1090	4	3	16	15
Reading United AC	2008	15	Quinn, Gerard (Ged)	D	16	4	1403	2		4	11
Reading United AC	2008	10	Reihner, Stephen		6		513				11
Reading United AC	2008	18	Rock, Xavier R		1		26			1	
Reading United AC	2008	9	Rowling, Scott		12	1	935		1	1	6
Reading United AC	2008	8	Sanders, Joshua	M	10	8	569	3	2	8	5
Reading United AC	2008	20	Stanco, Patrick		14	6	477	3		17	11
Reading United AC	2008	17	Strunk, Kevin		4		205				2
Reading United AC	2008	11	Taranto, James		14	16	833	7	2	36	9
Reading United AC	2008	0	Vuolo, Jeremy		15		1213				
Reading United AC	2008		Witmer, Tyler D	M/F							
Fredericksburg Gunners	2008	7	Boracic, Berin	F	3	4	190	2		3	1
Fredericksburg Gunners	2008	6	Bownes, Jonathan	D	10		872			5	14
Fredericksburg Gunners	2008	25	Chaudhry, Rahul		1		45			1	1
Fredericksburg Gunners	2008		DiNozzo, Mike A.								
Fredericksburg Gunners	2008	22	Edwards, Kevin		1		11				
Fredericksburg Gunners	2008	4	Henry, Kalungi	D	14		1240			7	16
Fredericksburg Gunners	2008	16	Hinkle, Sean		3		270				
Fredericksburg Gunners	2008	20	John, Tyson	M	11	2	295	1		6	2
Fredericksburg Gunners	2008	9	Johnson, Ryan (RJ)	M/F	12	7	873	3	1	24	7
Fredericksburg Gunners	2008	23	Kelly, Brion	D	1		45			1	
Fredericksburg Gunners	2008	8	Lacey, Matt	M/F	15	11	1308	3	5	30	12
Fredericksburg Gunners	2008	0	Lawrence, Dylan	GK	2		84				
Fredericksburg Gunners	2008	11	Leskow, Justin G	M	14	3	930	1	1	5	5
Fredericksburg Gunners	2008	1	Manahan, Ken	GK	8		705				
Fredericksburg Gunners	2008	3	McCarthy, Cameron	D	14		1168				7
Fredericksburg Gunners	2008	16	McGarry, Danny	M	14	2	1249		2	8	24
Fredericksburg Gunners	2008	7	McGimsey, Kyle D.		4	4	69	2		1	
Fredericksburg Gunners	2008	5	McVea, James T	D	15	2	1350	1		6	10
Fredericksburg Gunners	2008	11	Neagu, Cristian		9	15	641	6	3	20	16
Fredericksburg Gunners	2008	17	Oxley, Graham	F	2		135				
Fredericksburg Gunners	2008	12	Paradise, Sean	GK	8		561				
Fredericksburg Gunners	2008	21	Petty, Richard	M	12	6	759	1	4	12	5
Fredericksburg Gunners	2008	19	Prisco, Tony	M	2		6				
Fredericksburg Gunners	2008	24	Rupp, Steven	M	9		461			4	6
Fredericksburg Gunners	2008	22	Said, Abdi	F	5	2	72	1		1	2
Fredericksburg Gunners	2008	18	Sanford, David	M	7	3	239	1	1	5	7
Fredericksburg Gunners	2008	10	Stephen, Njereko	M	12	4	992	1	2	16	6
Fredericksburg Gunners	2008	10	Wall, Nate		1		28				
Fredericksburg Gunners	2008	17	Wheeler, Andrew		4		235			9	1
Fredericksburg Gunners	2008	2	Wigmore, Nicholas		4		51				1
Hampton Roads Piranhas	2008	21	Danbusky, Stephen		14		1207			1	7
Hampton Roads Piranhas	2008	11	Diaz De Los Santos, Ruben		8	3	539	1	1	15	6
Hampton Roads Piranhas	2008	7	Harris, Jeremy		13	1	629		1	5	8
Hampton Roads Piranhas	2008	2	Harris, Kevon		14	4	1053	1	2	19	14
Hampton Roads Piranhas	2008	6	Hartley, Kyle C		10	7	757	3	1	15	6
Hampton Roads Piranhas	2008	9	Haywood, Daniel		14	9	465	3	3	6	4
Hampton Roads Piranhas	2008	23	Holder, Ian		4	2	340	1		2	5
Hampton Roads Piranhas	2008	18	LeRoy, Adrian		13		991			1	6
Hampton Roads Piranhas	2008	3	Mottinger, Gregg		14		910			2	9
Hampton Roads Piranhas	2008	14	Nane Edne, Joseph Fils		15	2	1239	1		9	27
Hampton Roads Piranhas	2008	1	Newton, Evan		9		737				
Hampton Roads Piranhas	2008	10	Nolz, Joshua		12	5	792	1	3	14	14
Hampton Roads Piranhas	2008	22	Plank, McKenzie		15	9	931	4	1	34	28
Hampton Roads Piranhas	2008	12	Ports, Christopher		4		77			2	1
Hampton Roads Piranhas	2008	15	Reed, Marcus		2		145			3	3
Hampton Roads Piranhas	2008	12	Sgueglia, Rob		2		167			1	2
Hampton Roads Piranhas	2008	15	Tchani, Tony		1		80			1	
Hampton Roads Piranhas	2008	0	Techanchuk, Andrew		11		713				
Hampton Roads Piranhas	2008	13	Wahlsten, Ville		9		698			2	12
Hampton Roads Piranhas	2008		Wheeler, Aaron								
Hampton Roads Piranhas	2008	17	Woollard, Tom		7	11	626	5	1	22	5
Virginia Legacy	2008	2	Achilleos, Alexandros		14		1237			5	16
Virginia Legacy	2008	17	Albert, Graham		2	2	180	1		1	2
Virginia Legacy	2008	21	Aleksandrov, Nikolay		13		1106			3	10
Virginia Legacy	2008	10	Allan, Kyle		3		68				
Virginia Legacy	2008	21	Ambane, Emmanuel		1		57				
Virginia Legacy	2008	9	Belcher, Nathan		14	21	1141	10	1	36	18
Virginia Legacy	2008	16	Brown, Patrick		14		1215			1	10
Virginia Legacy	2008	21	Cowan, Joel		5		208			3	3
Virginia Legacy	2008	6	Dixon, Marcus		11	2	657	1		4	9
Virginia Legacy	2008	14	Dreybus, Sean		10		367			2	7
Virginia Legacy	2008	13	Ernst, Doug		12	1	743		1	6	5
Virginia Legacy	2008	8	Han, Anthony		10		508			6	14
Virginia Legacy	2008	23	Harley, Antonio		12	1	392		1	4	7
Virginia Legacy	2008	22	Headley, Harvey		1		90				
Virginia Legacy	2008	20	Hoxie, Andrew		5	2	141	1		1	3
Virginia Legacy	2008		Koger, Alan								
Virginia Legacy	2008	11	Loizou, Jason		15	3	1350	1	1	3	11
Virginia Legacy	2008	19	Lyonnais, Joseph R.		4		264				2
Virginia Legacy	2008	0	MacArthur, Ryan	GK	2		166				
Virginia Legacy	2008	12	Madrid, Justin		11	1	521		1	4	6
Virginia Legacy	2008	1	McAdams, Andrew		14		1260				
Virginia Legacy	2008	8	McBride, Doug		12	2	1080		2	11	10
Virginia Legacy	2008	16	McPherson, Braden		5		194			4	4
Virginia Legacy	2008	7	Montambo, Dylan		16	1	1234		1	10	10
Virginia Legacy	2008	20	Page, Matt		1		90				
Virginia Legacy	2008	20	Snyder, Ryan E.		4		234			2	3
Virginia Legacy	2008	1	Town, Dan J.		3		40			1	
Virginia Legacy	2008	19	Trueblood, Shawn		2		128				
Virginia Legacy	2008	3	Vaughter, Justin		13	1	825		1	4	5
Virginia Legacy	2008		Wayne, Christopher								
Northern Virginia Royals	2008	23	Atkinson, David	F	11	2	684	1		5	5
Northern Virginia Royals	2008	16	Berrios, Oscar	M	4	2	258	1		3	6
Northern Virginia Royals	2008	2	Brady, Matthew	M/F	12	10	620	4	2	13	12
Northern Virginia Royals	2008	15	Diallo, Chernor		4		214			3	4
Northern Virginia Royals	2008	3	Foss, Michael	D	8		557			2	5
Northern Virginia Royals	2008	17	Frias, Jonathan	M	1		90			1	2
Northern Virginia Royals	2008	19	Gibbons Hudson, Karl	D	3		270				8
Northern Virginia Royals	2008	3	Gibson, Donald	M	3		100			2	
Northern Virginia Royals	2008	5	Griessbach, William (Max)	M	15		769			7	17
Northern Virginia Royals	2008	31	Helmic, Joel	GK	7		585				
Northern Virginia Royals	2008	11	Hinkey, Brian	F/M	3	2	118	1		6	1
Northern Virginia Royals	2008	1	Horwath, Alexander	GK	10		777				
Northern Virginia Royals	2008	4	James, Brian	D	12	3	914	1	1	1	14
Northern Virginia Royals	2008	12	Jenkins, Ryan	M	3		167				
Northern Virginia Royals	2008	24	Kamara, M'Bamba (Ben)		10	2	672	1		4	19
Northern Virginia Royals	2008	0	Lathaur, Phillip	GK							
Northern Virginia Royals	2008	20	Lucas, Daniel		2		18				
Northern Virginia Royals	2008	14	Mallon, James	D			14				1
Northern Virginia Royals	2008	14	McPeak, Anthony	F	4	3	315	1	1	3	6
Northern Virginia Royals	2008	12	Neusel, Conor	M	8		531			6	1
Northern Virginia Royals	2008	25	O'Reilly, Sean	M	6		235			6	4
Northern Virginia Royals	2008	15	Oligie, Leroy		8		425			2	14
Northern Virginia Royals	2008	19	Otero, Eric	M	3		150			1	5
Northern Virginia Royals	2008	13	Procter, William	D	3		172			1	1
Northern Virginia Royals	2008		Pruden, Chris	M							
Northern Virginia Royals	2008	8	Renfrow, Grady	D/M	14	3	1201	1	1	16	7
Northern Virginia Royals	2008	22	Sheta, Ahmed (AJ)	M/F	10	10	761	4	2	15	13
Northern Virginia Royals	2008	7	Sheta, Kareem	M	6	2	240	1		8	6
Northern Virginia Royals	2008	9	Stevens, James	D/F	7		433			2	5
Northern Virginia Royals	2008	6	Strong, Richard	D	8	4	627	2		2	11
Northern Virginia Royals	2008	21	Wagoner, Steven		4		295				9
Northern Virginia Royals	2008	18	Ward, Zachary	D	4	2	315		2		3
Northern Virginia Royals	2008	17	Wilson, Adam	M	11	3	795	1	1	4	6
Northern Virginia Royals	2008	20	Wilson, Nate	M	5	1	267		1		2
Northern Virginia Royals	2008	10	Young, Irad	F/M	16	3	1296		3	19	19
Richmond Kickers Future	2008	17	Bothe, Roger		8	490				2	5
Richmond Kickers Future	2008	10	Butler, Jason C.		6	115					2
Richmond Kickers Future	2008	5	Dittrich, Dirk		15	1350		1	1	7	16
Richmond Kickers Future	2008	1	Dykstra, Andrew		13	1152					
Richmond Kickers Future	2008	2	Evans, Jordan		8	377				10	1
Richmond Kickers Future	2008	18	Fogelsong, Nicholas (Nick)		12	717				1	16
Richmond Kickers Future	2008	19	Fogelsong, Robert (Bobby)		16	1203	1	2	4	9	24
Richmond Kickers Future	2008	7	Gatzky, Boris		14	1218	5	1	11	46	17
Richmond Kickers Future	2008	10	Gehin-Scott, Charles (C.J.)		3	139					1
Richmond Kickers Future	2008	22	Gray, Glenn		12	937				1	12
Richmond Kickers Future	2008	27	Innes, Patrick		3	126		1	1		
Richmond Kickers Future	2008	20	Kale, Thomas		4	245					2
Richmond Kickers Future	2008	26	Laws, Stephen	M	9	199	1			1	3
Richmond Kickers Future	2008	8	McIntosh, Andrew		15	1244	5	3	13	25	12
Richmond Kickers Future	2008	23	Morris, Evan		7	322	1		2	3	2
Richmond Kickers Future	2008	16	Nti, Theophidack (Kofi)		6	533					12
Richmond Kickers Future	2008	13	Orozco, Nicholas		11	872					10
Richmond Kickers Future	2008	9	Pierce, James		4	53					1
Richmond Kickers Future	2008	11	Pierre, Delano ('D')		1	9				1	
Richmond Kickers Future	2008		Pigott, Micah								
Richmond Kickers Future	2008	12	Powell, Jason		7	272				1	4
Richmond Kickers Future	2008	0	Quinn, Connor	GK	4	288					
Richmond Kickers Future	2008	24	Robertson, Scott		5	254	1		2	4	4
Richmond Kickers Future	2008	4	Roscioli, Adam		10	678				4	3
Richmond Kickers Future	2008	6	Rosenbaum, David		14	1115	2	2	6	34	3
Richmond Kickers Future	2008	21	Slusser, Evan		9	495					5
Richmond Kickers Future	2008	3	Stowe, Ian		12	748				3	4
Richmond Kickers Future	2008	14	Van Yahres, Jake		5	269	1		2	1	1
Richmond Kickers Future	2008	18	Walton, Parker		1	13					1
Richmond Kickers Future	2008	15	Watkins, Thomas (Tommy)		8	307					2
Cape Cod Crusaders	2008	2	Banks, Chris	GK	10	580	4	1	9	7	5
Cape Cod Crusaders	2008	22	Bulls, Daniel		10	481				1	4
Cape Cod Crusaders	2008	1	Bush, Evan W		16	1399					
Cape Cod Crusaders	2008	24	Carey, Travis		1	5					
Cape Cod Crusaders	2008	18	Chery, Edens		16	1036		2	2	18	13
Cape Cod Crusaders	2008	26	Coburn, Michael		5	450				1	3
Cape Cod Crusaders	2008	10	Dickinson, Michael		3	241	1		2	4	4
Cape Cod Crusaders	2008	17	Donohue, Dave		7	497				2	7
Cape Cod Crusaders	2008	3	Ejdemyr, Simon		11	990				1	11
Cape Cod Crusaders	2008		Esteves, Jose M								
Cape Cod Crusaders	2008	19	Fernandez, Jessey		1	3					
Cape Cod Crusaders	2008	20	Gnatiko, Comlan		8	335		1	1	3	1
Cape Cod Crusaders	2008	15	Horth, Matthew		4	136	1		2	5	3
Cape Cod Crusaders	2008	8	Klukowski, Yan		14	1209	5	3	13	24	13
Cape Cod Crusaders	2008	23	Kouadio, Koffi Lee		9	321				13	5
Cape Cod Crusaders	2008	21	Lynn, Jordan		12	1035		1	1	2	5
Cape Cod Crusaders	2008	9	Maloney, Liam		13	975	7	1	15	17	13
Cape Cod Crusaders	2008	7	Massie, Jason		16	1436	3	2	8	22	19
Cape Cod Crusaders	2008	4	Munro, Graham		14	1260	6		12	8	22
Cape Cod Crusaders	2008	6	Narode, Matthew J		12	274	2		4		
Cape Cod Crusaders	2008		Ryan, Patrick								
Cape Cod Crusaders	2008		Scheffey, Even								
Cape Cod Crusaders	2008	14	Schultz, Daniel		14	1150				1	5
Cape Cod Crusaders	2008	5	Shea, Matthew								
Cape Cod Crusaders	2008	25	Short, Nathaniel		2	177				2	2
Cape Cod Crusaders	2008	5	Theissen, Joel		10	716	1	3	5	7	10
Cape Cod Crusaders	2008	11	Vercollone, Christian		6	244				9	8
Cape Cod Crusaders	2008	0	Walzer, Nathan		2	41					
Cape Cod Crusaders	2008	2	Wright, Christopher		14	850	3		6	18	15
Ottawa Fury	2008	9	Beauge, William		15	18	1229	7	4	41	26
Ottawa Fury	2008	2	Blake, Janson		12		895			4	6
Ottawa Fury	2008	4	Bushiri, Kikunda		12	8	966	4		12	16
Ottawa Fury	2008	13	Caceros, Kenneth		5	2	233	1		6	4
Ottawa Fury	2008	10	Dalboni, Tiago		5		105			4	3
Ottawa Fury	2008	11	Dasah, Justin		15	10	1010	4	2	27	20
Ottawa Fury	2008	14	Decamps, Florian		15	14	1155	7		28	19
Ottawa Fury	2008	0	Drozd, Michael		10		900				
Ottawa Fury	2008	23	Edwards, Julien		10		511			1	3
Ottawa Fury	2008	8	Gugushe, Tokelo		12	2	430		2	7	7
Ottawa Fury	2008	7	John, Martin		12	4	1009	2		4	5
Ottawa Fury	2008	22	Kihara Waiganjo, Paul		13	11	1018	5	1	25	23
Ottawa Fury	2008	18	Kowlessar, Steven		3		194			1	1
Ottawa Fury	2008	1	Lefebvre, Erik		6		495				
Ottawa Fury	2008	16	Morse, Brandon		11	1	608		1		8
Ottawa Fury	2008	20	Pecheone, Matthew		12	3	535	2	1	10	3
Ottawa Fury	2008	5	Ramm, Jamie		15	3	1265	1	1	9	6
Ottawa Fury	2008	17	Rigby, Andrew		15	4	989		4	12	13
Ottawa Fury	2008	15	Rigby, Matthew		9		551			6	6
Ottawa Fury	2008	12	Ruelas, Ruben		3		67				
Ottawa Fury	2008		St. Jacques, Daniel								
Ottawa Fury	2008	19	Tiamuh, Roland		5	2	217	1		4	1
Ottawa Fury	2008	3	Vickerton, Martin		16	9	958	4	1	19	17
Ottawa Fury	2008		Webber, Graeme								
Vermont Voltage	2008	14	Berhouni, Nassim		8	4	128	2		5	2
Vermont Voltage	2008	23	Ceranic, Drago		10		830			2	14
Vermont Voltage	2008	8	Cupac, Bosko		12	2	954	1		4	8
Vermont Voltage	2008	0	DAVIS, PETER T.		8		855				
Vermont Voltage	2008	22	Diallo, Thierno		6		389				5
Vermont Voltage	2008	5	Georgiadis, Panos		13	2	1076		2		9
Vermont Voltage	2008	7	Guinn, Andrew		4		53				3
Vermont Voltage	2008	19	Johnson, Mbwana		13		1091			1	12
Vermont Voltage	2008	11	Kolic, Darko		15	14	1107	4	6	46	12
Vermont Voltage	2008	12	Konchar, Alexander (AJ)		10	1	262		1	3	5
Vermont Voltage	2008	2	Lindsey, Sean		2		180				2
Vermont Voltage	2008	7	Morrow, Ethan		1		71				
Vermont Voltage	2008	5	Onate, Luis		6		501				2
Vermont Voltage	2008	17	Shapiro, Vadim		3		75				
Vermont Voltage	2008	10	Simic, Bo		6	1	513		1	3	13
Vermont Voltage	2008	0	Stebbins, John (Hank)		7		585				
Vermont Voltage	2008	9	Stedman, Matthew		15	22	1219	10	2	30	28
Vermont Voltage	2008	6	Stevens, Daniel (Dan)		16	14	1342	5	4	16	7
Vermont Voltage	2008	20	Szczyployski, Tomas		5	2	450	1		8	3
Vermont Voltage	2008	19	Tounkara, Santigui Ibrahi		12	4	456	2		2	8
Vermont Voltage	2008	4	Van Matre, Justin		13	6	1137	3		6	8
Vermont Voltage	2008	24	Vuckovic, Bojan (Bo)		15	3	1315		3	25	21
Vermont Voltage	2008	16	Wells, Benjamin		7		85				
Vermont Voltage	2008	14	Williams, Jonathan		4		203				3
New Hampshire Phantoms	2008	13	Allen, Nik M.		2		11				
New Hampshire Phantoms	2008	15	Annese, Joe	F/D	13	4	1080	2		2	1
New Hampshire Phantoms	2008	19	Bonnell, Steven (Steve)		5	4	360	2		5	3
New Hampshire Phantoms	2008	7	Brauner, Henry	M	3		180			1	5
New Hampshire Phantoms	2008	10	Brito, Emanuel (Manny)		5		138				
New Hampshire Phantoms	2008	26	Cripe, Daniel	M	9		541			4	14
New Hampshire Phantoms	2008	8	Delaney, Matthew	D	10		810			2	2
New Hampshire Phantoms	2008	17	Djessouho, Marc	F	1		4				
New Hampshire Phantoms	2008	8	Doenmez, Timothy		1		73				
New Hampshire Phantoms	2008	16	Downing, Bradbury		1		17				1
New Hampshire Phantoms	2008	25	Dubois, Adrian	M	15	9	1260	4	1	20	21
New Hampshire Phantoms	2008	14	Edum, Paulson	F	4		205			1	7
New Hampshire Phantoms	2008	31	Gay, Patrick	M/D	15	2	1188		2	5	10
New Hampshire Phantoms	2008	26	Jamiesou-Strazdas, Dustin C.		1		19				
New Hampshire Phantoms	2008	6	Joseph, Bendan	M	11		643			2	5
New Hampshire Phantoms	2008	14	Kentish, Richard K	D							
New Hampshire Phantoms	2008	2	Krinsky, Nathan		3		108				1
New Hampshire Phantoms	2008	4	Madol, Barnaba		9		384			1	3
New Hampshire Phantoms	2008	19	Maqubela, Pumelele	M							
New Hampshire Phantoms	2008	0	Mayo, Jonathan	GK	3		122				
New Hampshire Phantoms	2008	17	Melville, Adrian		3		263			1	2
New Hampshire Phantoms	2008	18	Mercier, Gabriel M	D	15		1242			2	20
New Hampshire Phantoms	2008	7	Mitchell, Christopher		1		25				1
New Hampshire Phantoms	2008	23	Moncao, Enilson	F	4		162			1	1
New Hampshire Phantoms	2008	24	Moore, Ryan	M	5		196				
New Hampshire Phantoms	2008	30	Murray, Timothy	GK	12		884				
New Hampshire Phantoms	2008	28	Palumbo, Vincent	M	7		415			4	4
New Hampshire Phantoms	2008	12	Schippers, Adrian	D	11	11	869	5	1	18	7
New Hampshire Phantoms	2008	1	Simmons, Zach W	GK	4		360				
New Hampshire Phantoms	2008	22	Stenquist, Derek	M	2		90				1
New Hampshire Phantoms	2008	20	Todesca, Michael		5		311			1	7
New Hampshire Phantoms	2008	27	Todesca, Nicola	F	9		325				1
New Hampshire Phantoms	2008	21	Urso, Kyle	M	16	2	1280		2	8	15
New Hampshire Phantoms	2008	11	Woods, Kevin T	M	3	2	217	1		1	2
Rhode Island Stingrays	2008	17	Addison, Matthew	D	4		143				1
Rhode Island Stingrays	2008	19	Badecki, Dawid	M	6		402			13	2
Rhode Island Stingrays	2008	1	Ford, Joshua	GK	8		675				
Rhode Island Stingrays	2008	22	Giraldo, Marlon	M							
Rhode Island Stingrays	2008	9	Gonsalves, Jeffery	F	12	14	1061	6	2	16	6
